Month/Year: 10/2012
Station Location: BLUE HILL OBSERVATORY (14753)
Lat: 42.212
Lon: -71.113
Elev: 625 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14753,20121001,0054,9,M, ,M, , , ,50, ,10.0, ,M, ,M, ,46, ,8.0, ,M, ,13, ,230, , , ,M, ,6, ,004, ,29.75, ,AUTO, , , ,29.72, 
14753,20121001,0154,9,M, ,M, , , ,48, ,9.0, ,M, ,M, ,46, ,8.0, ,M, ,13, ,240, ,20, ,M, , , , , ,29.75, ,AUTO, , , ,29.71, 
14753,20121001,0254,9,M, ,M, , , ,48, ,9.0, ,M, ,M, ,46, ,8.0, ,M, ,14, ,220, , , ,M, , , , , ,29.75, ,AUTO, , , ,29.71, 
14753,20121001,0354,9,M, ,M, , , ,48, ,9.0, ,M, ,M, ,45, ,7.0, ,M, ,13, ,230, ,20, ,M, ,5, ,001, ,29.75, ,AUTO, , , ,29.72, 
14753,20121001,0454,9,M, ,M, , , ,48, ,9.0, ,M, ,M, ,45, ,7.0, ,M, ,14, ,220, , , ,M, , , , , ,29.76, ,AUTO, , , ,29.73, 
14753,20121001,0554,9,M, ,M, , , ,48, ,9.0, ,M, ,M, ,45, ,7.0, ,M, ,14, ,220, ,21, ,M, , , , , ,29.76, ,AUTO, , , ,29.73, 
14753,20121001,0654,9,M, ,M, , , ,48, ,9.0, ,M, ,M, ,46, ,8.0, ,M, ,16, ,220, ,24, ,M, ,1, ,005, ,29.76, ,AUTO, , , ,29.73, 
14753,20121001,0754,9,M, ,M, , , ,52, ,11.0, ,M, ,M, ,46, ,8.0, ,M, ,14, ,240, ,21, ,M, , , , , ,29.78, ,AUTO, , , ,29.74, 
14753,20121001,0854,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,48, ,9.0, ,M, ,13, ,240, ,22, ,M, , , , , ,29.77, ,AUTO, , , ,29.74, 
14753,20121001,0954,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,48, ,9.0, ,M, ,13, ,250, ,29, ,M, ,1, ,006, ,29.78, ,AUTO, , , ,29.75, 
14753,20121001,1054,9,M, ,M, , , ,63, ,17.0, ,M, ,M, ,48, ,9.0, ,M, ,21, ,250, ,34, ,M, , , , , ,29.77, ,AUTO, , , ,29.74, 
14753,20121001,1154,9,M, ,M, , , ,64, ,18.0, ,M, ,M, ,48, ,9.0, ,M, ,18, ,260, ,34, ,M, , , , , ,29.78, ,AUTO, , , ,29.75, 
14753,20121001,1254,9,M, ,M, , , ,63, ,17.0, ,M, ,M, ,48, ,9.0, ,M, ,15, ,260, ,26, ,M, ,3, ,003, ,29.79, ,AUTO, , , ,29.76, 
14753,20121001,1354,9,M, ,M, , , ,64, ,18.0, ,M, ,M, ,50, ,10.0, ,M, ,17, ,260, ,30, ,M, , , , , ,29.80, ,AUTO, , , ,29.77, 
14753,20121001,1454,9,M, ,M, , , ,64, ,18.0, ,M, ,M, ,50, ,10.0, ,M, ,17, ,260, ,29, ,M, , , , , ,29.82, ,AUTO, , , ,29.79, 
14753,20121001,1554,9,M, ,M, , , ,64, ,18.0, ,M, ,M, ,52, ,11.0, ,M, ,18, ,270, ,26, ,M, ,3, ,018, ,29.84, ,AUTO, , , ,29.81, 
14753,20121001,1654,9,M, ,M, , , ,63, ,17.0, ,M, ,M, ,52, ,11.0, ,M, ,13, ,260, , , ,M, , , , , ,29.87, ,AUTO, , , ,29.84, 
14753,20121001,1754,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,50, ,10.0, ,M, ,10, ,260, ,21, ,M, , , , , ,29.89, ,AUTO, , , ,29.86, 
14753,20121001,1854,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,250, ,17, ,M, ,3, ,026, ,29.92, ,AUTO, , , ,29.89, 
14753,20121001,1954,9,M, ,M, , , ,57, ,14.0, ,M, ,M, ,50, ,10.0, ,M, ,14, ,250, ,20, ,M, , , , , ,29.94, ,AUTO, , , ,29.91, 
14753,20121001,2054,9,M, ,M, , , ,57, ,14.0, ,M, ,M, ,52, ,11.0, ,M, ,11, ,250, , , ,M, , , , , ,29.96, ,AUTO, , , ,29.92, 
14753,20121001,2154,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,52, ,11.0, ,M, ,14, ,250, , , ,M, ,1, ,015, ,29.97, ,AUTO, , , ,29.94, 
14753,20121001,2254,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,250, , , ,M, , , , , ,29.97, ,AUTO, , , ,29.94, 
14753,20121001,2354,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,250, , , ,M, , , , , ,29.97, ,AUTO, , , ,29.94, 
14753,20121002,0054,9,M, ,M, , , ,54, ,12.0, ,M, ,M, ,50, ,10.0, ,M, ,10, ,250, , , ,M, ,3, ,003, ,29.98, ,AUTO, , , ,29.95, 
14753,20121002,0154,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,260, , , ,M, , , , , ,29.97, ,AUTO, , , ,29.94, 
14753,20121002,0254,9,M, ,M, , , ,54, ,12.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,260, , , ,M, , , , , ,29.98, ,AUTO, , , ,29.96, 
14753,20121002,0354,9,M, ,M, , , ,54, ,12.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,250, , , ,M, ,3, ,007, ,30.00, ,AUTO, , , ,29.97, 
14753,20121002,0454,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,50, ,10.0, ,M, ,13, ,260, , , ,M, , , , , ,30.01, ,AUTO, , , ,29.98, 
14753,20121002,0554,9,M, ,M, , , ,55, ,13.0, ,M, ,M, ,50, ,10.0, ,M, ,11, ,260, , , ,M, , , , , ,30.02, ,AUTO, , , ,29.99, 
14753,20121002,0654,9,M, ,M, , , ,57, ,14.0, ,M, ,M, ,52, ,11.0, ,M, ,11, ,250, , , ,M, ,3, ,017, ,30.05, ,AUTO, , , ,30.02, 
14753,20121002,0754,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,52, ,11.0, ,M, , 8, ,240, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.04, 
14753,20121002,0854,9,M, ,M, , , ,63, ,17.0, ,M, ,M, ,54, ,12.0, ,M, , 6, ,230, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.04, 
14753,20121002,0954,9,M, ,M, , , ,66, ,19.0, ,M, ,M, ,52, ,11.0, ,M, , 6, ,VR , , , ,M, ,1, ,006, ,30.06, ,AUTO, , , ,30.04, 
14753,20121002,1054,9,M, ,M, , , ,66, ,19.0, ,M, ,M, ,54, ,12.0, ,M, , 6, ,250, , , ,M, , , , , ,30.07, ,AUTO, , , ,30.04, 
14753,20121002,1154,9,M, ,M, , , ,70, ,21.0, ,M, ,M, ,54, ,12.0, ,M, , 5, ,220, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.03, 
14753,20121002,1254,9,M, ,M, , , ,68, ,20.0, ,M, ,M, ,54, ,12.0, ,M, , 8, ,210, , , ,M, ,8, ,005, ,30.05, ,AUTO, , , ,30.02, 
14753,20121002,1354,9,M, ,M, , , ,64, ,18.0, ,M, ,M, ,57, ,14.0, ,M, , 6, ,240, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.03, 
14753,20121002,1454,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, ,10, ,220, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.03, 
14753,20121002,1554,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, , 8, ,210, , , ,M, ,3, ,005, ,30.07, ,AUTO, , , ,30.04, 
14753,20121002,1654,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,59, ,15.0, ,M, , 0, ,000, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.04, 
14753,20121002,1754,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,59, ,15.0, ,M, , 5, ,260, , , ,M, , , , , ,30.07, ,AUTO, , , ,30.04, 
14753,20121002,1854,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,57, ,14.0, ,M, , 5, ,260, , , ,M, ,5, ,000, ,30.07, ,AUTO, , , ,30.04, 
14753,20121002,1954,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,57, ,14.0, ,M, , 3, ,220, , , ,M, , , , , ,30.08, ,AUTO, , , ,30.05, 
14753,20121002,2054,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,57, ,14.0, ,M, , 0, ,000, , , ,M, , , , , ,30.08, ,AUTO, , , ,30.06, 
14753,20121002,2154,9,M, ,M, , , ,59, ,15.0, ,M, ,M, ,57, ,14.0, ,M, , 0, ,000, , , ,M, ,1, ,006, ,30.08, ,AUTO, , , ,30.06, 
14753,20121002,2254,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, , 3, ,010, , , ,M, , , , , ,30.08, ,AUTO, , , ,30.06, 
14753,20121002,2354,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, , 3, ,090, , , ,M, , , , , ,30.08, ,AUTO, , , ,30.06, 
14753,20121003,0054,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, , 7, ,090, , , ,M, ,8, ,004, ,30.07, ,AUTO, , , ,30.05, 
14753,20121003,0154,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, , 9, ,090, , , ,M, , , , , ,30.06, ,AUTO, , , ,30.03, 
14753,20121003,0254,9,M, ,M, , , ,61, ,16.0, ,M, ,M, ,57, ,14.0, ,M, , 6, ,080, , , ,M, , , , , ,30.07, ,AUTO, , , ,30.05, 
